I3T8R9	I3T8R9_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	152
N0DK20	N0DK20_LOTJA	unreviewed	Phytochrome	PHYA	Lotus japonicus (Lotus corniculatus var. japonicus)	1124
I3S9K3	I3S9K3_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	82
I3SCV8	I3SCV8_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	91
I3SEK8	I3SEK8_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	194
I3SG41	I3SG41_LOTJA	unreviewed	Acyl carrier protein		Lotus japonicus (Lotus corniculatus var. japonicus)	120
I3SR64	I3SR64_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	55
I3SUZ6	I3SUZ6_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	65
I3SWK8	I3SWK8_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	86
I3SYB0	I3SYB0_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	188
I3T9Z4	I3T9Z4_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	63
I3SLE2	I3SLE2_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	161
I3SNH1	I3SNH1_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	143
I3SSZ3	I3SSZ3_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	81
I3SYA2	I3SYA2_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	212
I3T378	I3T378_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	70
I3T5T6	I3T5T6_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	445
I3T625	I3T625_LOTJA	unreviewed	Ribosomal protein		Lotus japonicus (Lotus corniculatus var. japonicus)	216
B2NK62	B2NK62_LOTJA	unreviewed	Beta-1,3-glucanase		Lotus japonicus (Lotus corniculatus var. japonicus)	330
I3S5E7	I3S5E7_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	89
I3SDY0	I3SDY0_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	124
I3SPF2	I3SPF2_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	161
I3SQI6	I3SQI6_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	335
I3SSQ9	I3SSQ9_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	327
I3SUU2	I3SUU2_LOTJA	unreviewed	Peroxidase (EC 1.11.1.7)		Lotus japonicus (Lotus corniculatus var. japonicus)	148
I3SW26	I3SW26_LOTJA	unreviewed	Histone H2B		Lotus japonicus (Lotus corniculatus var. japonicus)	136
I3S209	I3S209_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	140
I3S8I1	I3S8I1_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	101
I3SAK6	I3SAK6_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	159
I3SU54	I3SU54_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	181
I3SXG7	I3SXG7_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	239
I3T4F6	I3T4F6_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	322
I3T6C3	I3T6C3_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	377
I3T8P4	I3T8P4_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	181
S6APG9	S6APG9_LOTJA	unreviewed	Protein DETOXIFICATION (Multidrug and toxic compound extrusion protein)	MATE	Lotus japonicus (Lotus corniculatus var. japonicus)	538
I3RZC7	I3RZC7_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	180
I3S547	I3S547_LOTJA	unreviewed	Reticulon-like protein		Lotus japonicus (Lotus corniculatus var. japonicus)	226
I3SAA0	I3SAA0_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	220
I3SC69	I3SC69_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	345
I3SGE9	I3SGE9_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	229
I3SHN2	I3SHN2_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	142
I3SJ96	I3SJ96_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	101
I3SVM2	I3SVM2_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	69
I3SWN5	I3SWN5_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	387
I3SYY3	I3SYY3_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	285
I3T2P5	I3T2P5_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	169
I3T4B3	I3T4B3_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	47
Q533S3	Q533S3_LOTJA	unreviewed	MADS box protein AP3		Lotus japonicus (Lotus corniculatus var. japonicus)	229
I3S152	I3S152_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	141
I3S4V3	I3S4V3_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	114
I3S5T3	I3S5T3_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	53
I3S8T2	I3S8T2_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	73
I3SGN3	I3SGN3_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	11
I3SHF4	I3SHF4_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	266
I3SMJ0	I3SMJ0_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	115
I3SSR3	I3SSR3_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	60
I3S1C6	I3S1C6_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	49
I3S0A7	I3S0A7_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	311
I3SBR9	I3SBR9_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	88
I3SFN2	I3SFN2_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	227
I3SGC2	I3SGC2_LOTJA	unreviewed	Peroxidase (EC 1.11.1.7)		Lotus japonicus (Lotus corniculatus var. japonicus)	320
I3SM41	I3SM41_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	144
I3SNN9	I3SNN9_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	266
I3SQS1	I3SQS1_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	142
I3SGC8	I3SGC8_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	252
I3SJV6	I3SJV6_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	38
I3SLZ2	I3SLZ2_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	209
I3STR3	I3STR3_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	142
I3SWT8	I3SWT8_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	138
I3SZI6	I3SZI6_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	59
I3T192	I3T192_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	240
I3T4Z0	I3T4Z0_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	179
I3T7H0	I3T7H0_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	433
I3T8V0	I3T8V0_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	229
A1IHM7	A1IHM7_LOTJA	unreviewed	Polyketide reductase	PKR1	Lotus japonicus (Lotus corniculatus var. japonicus)	315
I3SC38	I3SC38_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	104
I3SL00	I3SL00_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	341
I3SAD4	I3SAD4_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	309
I3SCB3	I3SCB3_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	232
I3SEK1	I3SEK1_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	258
I3SPY2	I3SPY2_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	96
I3SSS7	I3SSS7_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	133
I3SXC1	I3SXC1_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	91
I3T0C0	I3T0C0_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	177
I3T2U9	I3T2U9_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	208
I3T809	I3T809_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	161
I3S6U7	I3S6U7_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	214
I3S1L8	I3S1L8_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	183
I3S2A7	I3S2A7_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	150
I3S322	I3S322_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	240
I3SDC0	I3SDC0_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	122
I3T8K6	I3T8K6_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	48
H8WVC7	H8WVC7_LOTJA	unreviewed	E3 ubiquitin-protein ligase (EC 6.3.2.-) (Fragment)	SINA5	Lotus japonicus (Lotus corniculatus var. japonicus)	285
Q05JX7	Q05JX7_LOTJA	unreviewed	Isoflavone reductase homolog	R7	Lotus japonicus (Lotus corniculatus var. japonicus)	318
I3S030	I3S030_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	418
I3S800	I3S800_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	389
I3S9M6	I3S9M6_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	90
I3SAX8	I3SAX8_LOTJA	unreviewed	Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 1.10.2.2)		Lotus japonicus (Lotus corniculatus var. japonicus)	273
I3SL34	I3SL34_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	49
I3SMH3	I3SMH3_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	79
I3SNJ2	I3SNJ2_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	125
I3SQ31	I3SQ31_LOTJA	unreviewed	Prefoldin subunit 3		Lotus japonicus (Lotus corniculatus var. japonicus)	192
I3SUE6	I3SUE6_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	132
I3SZD7	I3SZD7_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	160
I3T0G3	I3T0G3_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	216
I3T669	I3T669_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	162
I3T6B0	I3T6B0_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	384
I3T7W2	I3T7W2_LOTJA	unreviewed	Uricase (EC 1.7.3.3) (Urate oxidase)		Lotus japonicus (Lotus corniculatus var. japonicus)	307
G9JLU9	G9JLU9_LOTJA	unreviewed	Ribosomal protein S12	rps12 LojaMp034	Lotus japonicus (Lotus corniculatus var. japonicus)	125
H1A986	H1A986_LOTJA	unreviewed	Cytochrome P450 monooxygenase	CYP72A152	Lotus japonicus (Lotus corniculatus var. japonicus)	528
I3S2M8	I3S2M8_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	241
I3S9T1	I3S9T1_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	228
I3SCZ7	I3SCZ7_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	300
I3SGV7	I3SGV7_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	177
I3SRW7	I3SRW7_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	180
I3S6U0	I3S6U0_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	163
I3SBI6	I3SBI6_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	181
I3SJ09	I3SJ09_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	19
I3SMU5	I3SMU5_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	86
I3SSH2	I3SSH2_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	43
I3STQ7	I3STQ7_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	358
I3T0A9	I3T0A9_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	243
I3T1T8	I3T1T8_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	89
I3T8Z1	I3T8Z1_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	262
I3TAS7	I3TAS7_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	60
N0DLL9	N0DLL9_LOTJA	unreviewed	Phytochrome	PHYA	Lotus japonicus (Lotus corniculatus var. japonicus)	1124
I3T6Z3	I3T6Z3_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	72
I3S1D0	I3S1D0_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	89
I3S5A7	I3S5A7_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	56
I3S7W5	I3S7W5_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	272
I3SDE1	I3SDE1_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	273
I3S342	I3S342_LOTJA	unreviewed	Nucleoside diphosphate kinase (EC 2.7.4.6)		Lotus japonicus (Lotus corniculatus var. japonicus)	232
I3SQ56	I3SQ56_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	220
I3SWE4	I3SWE4_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	301
I3SXL8	I3SXL8_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	51
I3T2F6	I3T2F6_LOTJA	unreviewed	Tubby-like F-box protein		Lotus japonicus (Lotus corniculatus var. japonicus)	169
I3T5C5	I3T5C5_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	98
I3T768	I3T768_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	294
I3S0L9	I3S0L9_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	168
I3S4V6	I3S4V6_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	92
I3SBH2	I3SBH2_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	145
I3SIG5	I3SIG5_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	155
I3SJV4	I3SJV4_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	116
I3SN54	I3SN54_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	161
I3STW4	I3STW4_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	154
I3T0I1	I3T0I1_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	91
I3T1G0	I3T1G0_LOTJA	unreviewed	Serine/threonine-protein phosphatase (EC 3.1.3.16)		Lotus japonicus (Lotus corniculatus var. japonicus)	311
I3T2L7	I3T2L7_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	201
I3T9P6	I3T9P6_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	416
I3TAA6	I3TAA6_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	344
I3S8X1	I3S8X1_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	175
I3SGP3	I3SGP3_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	98
I3SJT3	I3SJT3_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	61
I3SXR3	I3SXR3_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	60
Q9FY16	Q9FY16_LOTJA	unreviewed	Ferredoxin-nitrite reductase (EC 1.7.7.1)	nir	Lotus japonicus (Lotus corniculatus var. japonicus)	582
I3S6E8	I3S6E8_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	212
I3SLR4	I3SLR4_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	141
I3STP5	I3STP5_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	347
I3SYK5	I3SYK5_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	90
I3T1C8	I3T1C8_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	51
I3T9Q5	I3T9Q5_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	213
G9JLU8	G9JLU8_LOTJA	unreviewed	NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3)	nad3 LojaMp033	Lotus japonicus (Lotus corniculatus var. japonicus)	118
I3SNV3	I3SNV3_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	207
I3T709	I3T709_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	282
I3S2E0	I3S2E0_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	88
I3S2E6	I3S2E6_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	152
I3S573	I3S573_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	119
I3SC75	I3SC75_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	126
I3SE33	I3SE33_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	122
I3SL82	I3SL82_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	41
I3SNC8	I3SNC8_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	141
I3SZW8	I3SZW8_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	317
I3T349	I3T349_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	226
I3T595	I3T595_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	256
I3T999	I3T999_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	376
I3TA17	I3TA17_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	222
I3S9I9	I3S9I9_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	86
I3SJU1	I3SJU1_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	242
I3SQD7	I3SQD7_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	329
I3SWR6	I3SWR6_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	497
I3SYG1	I3SYG1_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	121
I3RZZ4	I3RZZ4_LOTJA	unreviewed	Photosystem II reaction center Psb28 protein		Lotus japonicus (Lotus corniculatus var. japonicus)	179
I3S3Z6	I3S3Z6_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	49
I3S4P0	I3S4P0_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	292
I3SCL0	I3SCL0_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	111
I3SFM9	I3SFM9_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	187
I3SPI0	I3SPI0_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	118
I3SQU6	I3SQU6_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	226
I3SVV7	I3SVV7_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	58
I3SWL5	I3SWL5_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	93
I3SYU0	I3SYU0_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	132
I3T0E8	I3T0E8_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	383
I3T7X2	I3T7X2_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	259
J7GBJ3	J7GBJ3_LOTJA	unreviewed	Ascorbate oxidase (EC 1.10.3.3)	AO1	Lotus japonicus (Lotus corniculatus var. japonicus)	568
I3S0H4	I3S0H4_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	265
I3S398	I3S398_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	133
I3S3A7	I3S3A7_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	280
I3S6Q9	I3S6Q9_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	283
I3SB68	I3SB68_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	206
I3SDV8	I3SDV8_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	244
I3SML4	I3SML4_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	81
I3SS18	I3SS18_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	184
I3SSY6	I3SSY6_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	90
I3SZH6	I3SZH6_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	238
I3T616	I3T616_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	144
I3T846	I3T846_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	124
I3SC59	I3SC59_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	81
I3SZ99	I3SZ99_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	72
I3T7H5	I3T7H5_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	182
I3S0A0	I3S0A0_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	109
I3S1F3	I3S1F3_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	86
I3S2D7	I3S2D7_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	60
I3SPB6	I3SPB6_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	88
I3SQP4	I3SQP4_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	109
I3STH9	I3STH9_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	369
I3SXX6	I3SXX6_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	140
