"I3T3B5"	"I3T3B5"	""
"I3T6D5"	"I3T6D5"	""
"C0JP12"	"C0JP12"	"Putative basic helix-loop-helix protein BHLH4"
"I3T319"	"I3T319"	""
"I3S256"	"I3S256"	""
"I3S1K3"	"I3S1K3"	""
"I3S9G3"	"I3S9G3"	""
"I3SCQ6"	"I3SCQ6"	""
"I3SJ50"	"I3SJ50"	""
"I3SM23"	"I3SM23"	""
"I3SV32"	"I3SV32"	""
"I3T5K4"	"I3T5K4"	""
"I3T7W8"	"I3T7W8"	""
"I3T897"	"I3T897"	""
"I3TA99"	"I3TA99"	"Proteasome subunit alpha type "
"B0BL95"	"CM0216.500.NC"	"CM0216.500.nc protein"
"Q684J9"	"ADH"	"Alcohol dehydrogenase "
"G9JLV1"	"COX2_LOJAMP037"	"Cytochrome c oxidase subunit 2"
"I3S286"	"I3S286"	""
"I3SDK0"	"I3SDK0"	""
"I3SJS9"	"I3SJS9"	""
"I3SPB3"	"I3SPB3"	""
"I3SQ88"	"I3SQ88"	""
"I3SST7"	"I3SST7"	""
"I3SVJ6"	"I3SVJ6"	""
"I3SXF3"	"I3SXF3"	""
"I3SZT7"	"I3SZT7"	""
"I3T8D1"	"I3T8D1"	""
"Q852R1"	"LJLCB2"	"Serine palmitoyltransferase"
"A0A023W2C6"	"HK2"	"Histidine kinase 2"
"I3S1V4"	"I3S1V4"	""
"I3S7I9"	"I3S7I9"	""
"I3SG48"	"I3SG48"	""
"I3SH84"	"I3SH84"	""
"I3SLH6"	"I3SLH6"	"Purple acid phosphatase "
"I3SND5"	"I3SND5"	""
"I3SZ28"	"I3SZ28"	""
"I3T0A7"	"I3T0A7"	""
"I3T3K0"	"I3T3K0"	""
"I3T3P4"	"I3T3P4"	""
"I3TAN9"	"I3TAN9"	""
"A0A097C2Y7"	"PSK4"	"Phytosulfokine-alpha 4"
"I3S4S1"	"I3S4S1"	""
"I3SEM9"	"I3SEM9"	""
"I3STP2"	"I3STP2"	""
"I3SWH8"	"I3SWH8"	""
"I3SY99"	"I3SY99"	""
"I3T3T5"	"I3T3T5"	""
"I3SQK7"	"I3SQK7"	""
"I3T0I5"	"I3T0I5"	""
"I3S3A0"	"I3S3A0"	""
"I3SF15"	"I3SF15"	""
"I3SFL1"	"I3SFL1"	""
"I3SHK2"	"I3SHK2"	""
"I3SJK2"	"I3SJK2"	""
"I3SSS6"	"I3SSS6"	""
"I3SVQ5"	"I3SVQ5"	""
"I3T3N7"	"I3T3N7"	""
"I3T6Y3"	"I3T6Y3"	""
"I3S9U6"	"I3S9U6"	""
"I3SM05"	"I3SM05"	"Rhomboid-like protein "
"A0A097C2Y4"	"PSK3"	"Phytosulfokine-alpha 3"
"B0BLB8"	"CM0545.440.NC"	"CM0545.440.nc protein "
"I3S6F6"	"I3S6F6"	""
"I3SAJ0"	"I3SAJ0"	""
"I3SAY8"	"I3SAY8"	""
"I3SIF4"	"I3SIF4"	""
"I3SK42"	"I3SK42"	""
"I3SL99"	"I3SL99"	""
"I3SNQ4"	"I3SNQ4"	""
"I3SUT3"	"I3SUT3"	""
"I3SXT2"	"I3SXT2"	""
"I3T5D4"	"I3T5D4"	""
"I3T9P2"	"I3T9P2"	""
"C0JP19"	"C0JP19"	"Putative basic helix-loop-helix protein BHLH22"
"N0DK24"	"PHYA"	"Phytochrome"
"I3SJL0"	"I3SJL0"	""
"I3SKU7"	"I3SKU7"	""
"I3SLV5"	"I3SLV5"	""
"I3SNB2"	"I3SNB2"	""
"I3SQQ0"	"I3SQQ0"	"Histone H3"
"I3SV15"	"I3SV15"	""
"I3SZ82"	"I3SZ82"	""
"I3T211"	"I3T211"	""
"I3T6E0"	"I3T6E0"	""
"I3T8J0"	"I3T8J0"	""
"K4MQ82"	"CYP5"	"Cysteine proteinase"
"I3SD93"	"I3SD93"	""
"I3SE82"	"I3SE82"	""
"I3SSG2"	"I3SSG2"	""
"I3S845"	"I3S845"	""
"I3S8Q5"	"I3S8Q5"	""
"I3SAA1"	"I3SAA1"	""
"I3SER7"	"I3SER7"	""
"I3SQR4"	"I3SQR4"	""
"I3SUR2"	"I3SUR2"	""
"I3T245"	"I3T245"	""
"Q70I35"	"Q70I35"	"Papain-like cysteine proteinase-like protein 2"
"I3S9S5"	"I3S9S5"	""
"I3SAB5"	"I3SAB5"	""
"I3SDF9"	"I3SDF9"	""
"I3SPT3"	"I3SPT3"	""
"I3SSH0"	"I3SSH0"	""
"I3S4K2"	"I3S4K2"	""
"I3S8D0"	"I3S8D0"	""
"I3SB00"	"I3SB00"	""
"I3SEZ6"	"I3SEZ6"	""
"I3SJX0"	"I3SJX0"	""
"I3SNN4"	"I3SNN4"	""
"I3SQB3"	"I3SQB3"	""
"I3SVM9"	"I3SVM9"	""
"I3T3B9"	"I3T3B9"	""
"I3S3G0"	"I3S3G0"	""
"I3S9K7"	"I3S9K7"	""
"I3SUA8"	"I3SUA8"	""
"G9JLS4"	"RPL16_LOJAMP005"	"Ribosomal protein L16"
"I3RZM6"	"I3RZM6"	""
"I3S559"	"I3S559"	""
"I3S6K6"	"I3S6K6"	""
"I3S7J8"	"I3S7J8"	""
"I3SA97"	"I3SA97"	""
"I3SC42"	"I3SC42"	""
"I3SGR3"	"I3SGR3"	""
"I3SIM8"	"I3SIM8"	""
"I3SJZ8"	"I3SJZ8"	"Peptidyl-prolyl cis-trans isomerase"
"I3SMJ9"	"I3SMJ9"	""
"I3SP17"	"I3SP17"	""
"I3SQ93"	"I3SQ93"	""
"I3SV57"	"I3SV57"	""
"I3SX45"	"I3SX45"	""
"I3T150"	"I3T150"	""
"I3T241"	"I3T241"	""
"I3TAR5"	"I3TAR5"	""
"I3SC58"	"I3SC58"	""
"I3SFS5"	"I3SFS5"	""
"I3SP93"	"I3SP93"	""
"I3SUF6"	"I3SUF6"	""
"I3SXN9"	"I3SXN9"	""
"I3T5I8"	"I3T5I8"	""
"I3T9A4"	"I3T9A4"	""
"B3IX30"	"LJRAP2.4"	"Transcription factor AP2-EREBP"
"I3S508"	"I3S508"	""
"I3S7L6"	"I3S7L6"	"CASP-like protein"
"I3SEF9"	"I3SEF9"	""
"I3SG86"	"I3SG86"	""
"I3SJP3"	"I3SJP3"	""
"I3SM81"	"I3SM81"	""
"I3SPJ9"	"I3SPJ9"	""
"I3SZB2"	"I3SZB2"	""
"I3SRL2"	"I3SRL2"	""
"I3T9S4"	"I3T9S4"	""
"I3TA52"	"I3TA52"	""
"I3SBR6"	"I3SBR6"	""
"I3SD15"	"I3SD15"	""
"I3SJ15"	"I3SJ15"	""
"I3SKD5"	"I3SKD5"	""
"I3SN16"	"I3SN16"	""
"I3SPF1"	"I3SPF1"	""
"I3SRG3"	"I3SRG3"	""
"I3SRK9"	"I3SRK9"	""
"I3SX12"	"I3SX12"	""
"I3SZ93"	"I3SZ93"	""
"I3T712"	"I3T712"	""
"Q4VPF2"	"KN1"	"Homeobox knotted-1-like protein KNOX1 "
"I3S2N0"	"I3S2N0"	""
"I3S341"	"I3S341"	""
"I3S5M7"	"I3S5M7"	""
"I3S879"	"I3S879"	""
"I3SBB6"	"I3SBB6"	""
"I3SDZ8"	"I3SDZ8"	""
"I3SHS9"	"I3SHS9"	""
"I3SKJ3"	"I3SKJ3"	""
"I3SLQ1"	"I3SLQ1"	""
"I3SPV6"	"I3SPV6"	""
"I3SQJ4"	"I3SQJ4"	""
"I3STA6"	"I3STA6"	""
"I3SZL5"	"I3SZL5"	""
"I3T111"	"I3T111"	""
"I3T3P2"	"I3T3P2"	""
"I3T4I2"	"I3T4I2"	""
"I3T6B1"	"I3T6B1"	""
"I3S7X9"	"I3S7X9"	""
"I3SDU2"	"I3SDU2"	""
"I3SP95"	"I3SP95"	""
"I3SPV7"	"I3SPV7"	""
"I3SR30"	"I3SR30"	""
"I3STX8"	"I3STX8"	""
"I3SWR8"	"I3SWR8"	"Acyl carrier protein"
"I3SXD9"	"I3SXD9"	""
"I3T699"	"I3T699"	""
"I3T7Y9"	"I3T7Y9"	""
"I3TA10"	"I3TA10"	""
"I3S693"	"I3S693"	""
"I3S8N1"	"I3S8N1"	""
"I3S9T3"	"I3S9T3"	""
"I3SB13"	"I3SB13"	""
"I3SCX0"	"I3SCX0"	""
"I3SEV8"	"I3SEV8"	""
"I3SHY4"	"I3SHY4"	""
"H6BBU3"	"H6BBU3"	"LHT-type plant amino acid transporter 1.2"
"F5BSM3"	"FRO1"	"Ferric reductase"
"I3SDY6"	"I3SDY6"	""
"I3SE81"	"I3SE81"	""
"I3SIA1"	"I3SIA1"	""
"I3SIU7"	"I3SIU7"	""
"I3SLG1"	"I3SLG1"	""
"I3SM72"	"I3SM72"	""
"I3SQL9"	"I3SQL9"	""
"I3SU61"	"I3SU61"	""
"I3SWI8"	"I3SWI8"	""
"I3T2M5"	"I3T2M5"	""
"I3T4X4"	"I3T4X4"	""
"I3T8M8"	"I3T8M8"	""
"I3TA00"	"I3TA00"	""
"I3S7X8"	"I3S7X8"	""
"I3SDW0"	"I3SDW0"	""
"I3SIN3"	"I3SIN3"	""
"I3SLT4"	"I3SLT4"	""
"I3SM38"	"I3SM38"	"Histone H2A"
"I3SUI2"	"I3SUI2"	""
"I3SVV1"	"I3SVV1"	"Auxin-induced protein"
"I3SZ21"	"I3SZ21"	"Peptidyl-prolyl cis-trans isomerase"
"I3T3X8"	"I3T3X8"	""
"I3T9A0"	"I3T9A0"	""
"A0A0B5CNU8"	"MOT1"	"Molybdate transporter 1"
"I3S352"	"I3S352"	""
"I3S9C9"	"I3S9C9"	""
"I3S9T5"	"I3S9T5"	""
"I3SL36"	"I3SL36"	""
"I3SRE2"	"I3SRE2"	""
"I3T218"	"I3T218"	""
"Q9ZPL8"	"PP2C2"	"Protein phosphatase type 2C"
"I3S3H4"	"I3S3H4"	""
"I3SCG7"	"I3SCG7"	""
"I3SFE2"	"I3SFE2"	""
"I3SPB2"	"I3SPB2"	""
"I3STV4"	"I3STV4"	""
"I3SXK0"	"I3SXK0"	""
"I3T2N8"	"I3T2N8"	""
"I3T5W1"	"I3T5W1"	""
"I3T6T9"	"I3T6T9"	""
"I3T778"	"I3T778"	""
"I3T8U8"	"I3T8U8"	""
"Q6TDS5"	"CEN1"	"CEN/TFL1-like GTP-associated binding protein"
"I3S0V4"	"I3S0V4"	""
"I3S3Y6"	"I3S3Y6"	""
"I3S7K4"	"I3S7K4"	""
"I3SBX6"	"I3SBX6"	""
"I3SC53"	"I3SC53"	""
"I3SDR2"	"I3SDR2"	""
"I3SJ19"	"I3SJ19"	""
"I3SN50"	"I3SN50"	""
"I3SPS0"	"I3SPS0"	""
"I3SQT4"	"I3SQT4"	""
"I3STT6"	"I3STT6"	""
"I3SUU9"	"I3SUU9"	""
"I3SWP3"	"I3SWP3"	""
"I3SXA9"	"I3SXA9"	""
"I3T2W0"	"I3T2W0"	""
"Q9XFJ7"	"PIP"	"Plasma membrane intrinsic protein homolog "
"I3S4K5"	"I3S4K5"	""
"I3SR12"	"I3SR12"	""
"I3SWQ8"	"I3SWQ8"	""
"I3T443"	"I3T443"	"Profilin"
"I3S1Z1"	"I3S1Z1"	""
"I3S8U7"	"I3S8U7"	""
"I3SC60"	"I3SC60"	""
"I3SID4"	"I3SID4"	""
"I3SNU3"	"I3SNU3"	""
"I3SPZ8"	"I3SPZ8"	""
"I3SV82"	"I3SV82"	""
"I3T3A7"	"I3T3A7"	""
"I3S6M2"	"I3S6M2"	""
"I3SMB3"	"I3SMB3"	""
"I3SNX7"	"I3SNX7"	""
"I3SQS0"	"I3SQS0"	""
"I3SQZ6"	"I3SQZ6"	""
"I3SUV2"	"I3SUV2"	""
"I3T1H3"	"I3T1H3"	"Autophagy-related protein"
"I3T571"	"I3T571"	""
"I3T673"	"I3T673"	""
"I3S0U9"	"I3S0U9"	""
"I3SY35"	"I3SY35"	""
"I3SF36"	"I3SF36"	""
"I3STM2"	"I3STM2"	""
"I3SYE9"	"I3SYE9"	""
"I3SY38"	"I3SY38"	""
"C0JP28"	"C0JP28"	"Putative basic helix-loop-helix protein BHLH21"
"I3S3K6"	"I3S3K6"	""
"I3S5Q8"	"I3S5Q8"	""
"I3SBI7"	"I3SBI7"	""
"I3SCV6"	"I3SCV6"	""
"I3SFZ7"	"I3SFZ7"	""
"I3SI57"	"I3SI57"	""
"I3SIA8"	"I3SIA8"	"Peroxidase "
"I3SRN8"	"I3SRN8"	""
"I3SU44"	"I3SU44"	""
"I3SUT4"	"I3SUT4"	""
"I3SYT6"	"I3SYT6"	""
"I3T458"	"I3T458"	""
"I3T564"	"I3T564"	""
"I3T5F9"	"I3T5F9"	"Pectate lyase "
"I3TAD5"	"I3TAD5"	""
"N0DK22"	"CRY1"	"Cryptochrome 1 "
"I3S0X0"	"I3S0X0"	""
"I3S1T5"	"I3S1T5"	""
"I3S397"	"I3S397"	"40S ribosomal protein S6"
"I3S3G4"	"I3S3G4"	""
"I3S4J1"	"I3S4J1"	"Peptidyl-prolyl cis-trans isomerase"
"I3S7Z8"	"I3S7Z8"	""
"I3SBI8"	"I3SBI8"	""
"I3SED3"	"I3SED3"	""
"I3SH59"	"I3SH59"	""
"I3SHZ5"	"I3SHZ5"	"Peroxidase "
"I3SJI8"	"I3SJI8"	""
"I3SNY3"	"I3SNY3"	""
"I3SR18"	"I3SR18"	""
"I3SZ91"	"I3SZ91"	""
"I3T2M6"	"I3T2M6"	""
"I3T408"	"I3T408"	""
"I3T512"	"I3T512"	""
"I3T6Q5"	"I3T6Q5"	""
"S6BUC5"	"LJSTOP1"	"STOP1-like protein"
"I3S072"	"I3S072"	"Peptidyl-prolyl cis-trans isomerase"
"I3SAS8"	"I3SAS8"	""
"I3SPT6"	"I3SPT6"	""
"I3SS93"	"I3SS93"	""
"I3T9G4"	"I3T9G4"	""
"Q5KSB6"	"LJ-HIR1"	"Hypersensitive-induced response protein"
"Q7X9N4"	"GMGT1"	"Galactomannan galactosyltransferase"
"I3S550"	"I3S550"	""
"I3SL19"	"I3SL19"	""
"I3S3G9"	"I3S3G9"	""
"I3S7D4"	"I3S7D4"	""
"I3S9T2"	"I3S9T2"	""
"I3SCN7"	"I3SCN7"	""
"I3SEY2"	"I3SEY2"	""
"I3SJP0"	"I3SJP0"	""
"I3SK02"	"I3SK02"	"Pyruvate kinase "
"I3SQU3"	"I3SQU3"	""
"I3SWN3"	"I3SWN3"	""
"I3SXD7"	"I3SXD7"	""
"I3SZY7"	"I3SZY7"	""
"I3T7A8"	"I3T7A8"	""
"I3TAK1"	"I3TAK1"	""
"I3S2P8"	"I3S2P8"	""
"I3S3X0"	"I3S3X0"	"Auxin-induced protein"
"I3S890"	"I3S890"	"E3 ubiquitin-protein ligase "
"I3SB18"	"I3SB18"	""
"I3SEF7"	"I3SEF7"	""
"I3SFK8"	"I3SFK8"	""
"I3SPJ0"	"I3SPJ0"	""
"I3SSY8"	"I3SSY8"	""
"I3T422"	"I3T422"	""
"I3T9J6"	"I3T9J6"	""
"I3SKK0"	"I3SKK0"	""
"I3T3F6"	"I3T3F6"	""
"U5KJR1"	"U5KJR1"	"Beta-D-glucoside glucohydrolase "
"I3SYZ9"	"I3SYZ9"	""
"I3SF90"	"I3SF90"	""
"I3T0S7"	"I3T0S7"	""
"I3S510"	"I3S510"	""
"I3S6X4"	"I3S6X4"	""
"I3SCS8"	"I3SCS8"	""
"I3SX22"	"I3SX22"	""
"I3SYE1"	"I3SYE1"	""
"I3T0I3"	"I3T0I3"	""
"I3S1C8"	"I3S1C8"	""
"I3S9G5"	"I3S9G5"	""
"I3SUD8"	"I3SUD8"	"Auxin-induced protein"
"I3S086"	"I3S086"	""
"I3SAA6"	"I3SAA6"	"60S acidic ribosomal protein P0"
"I3T2V7"	"I3T2V7"	""
"I3T9V4"	"I3T9V4"	""
"W0BWR0"	"LL-DAP-AT"	"L,L-diaminopimelate aminotransferase "
"N0DKL7"	"PHYA"	"Phytochrome"
"I3S579"	"I3S579"	"Trehalose 6-phosphate phosphatase "
"I3SH86"	"I3SH86"	""
"I3SMM9"	"I3SMM9"	""
"I3SP35"	"I3SP35"	""
"I3SS12"	"I3SS12"	""
"I3STT9"	"I3STT9"	""
"I3SUN0"	"I3SUN0"	""
"I3SV94"	"I3SV94"	""
"C0JP31"	"C0JP31"	"Putative basic helix-loop-helix protein BHLH25"
"I3S028"	"I3S028"	""
"I3SBU0"	"I3SBU0"	""
"I3SEX8"	"I3SEX8"	""
"I3S6C7"	"I3S6C7"	""
"I3SK99"	"I3SK99"	""
"I3SKI2"	"I3SKI2"	""
"I3T4B4"	"I3T4B4"	""
"I3RZV7"	"I3RZV7"	""
"I3S0V3"	"I3S0V3"	""
"I3S2Y6"	"I3S2Y6"	""
"I3S6P0"	"I3S6P0"	"Histone H2B"
"I3SAI6"	"I3SAI6"	""
"I3SAT1"	"I3SAT1"	""
"I3SL08"	"I3SL08"	""
"I3SLU8"	"I3SLU8"	""
"I3SR60"	"I3SR60"	""
"I3STF0"	"I3STF0"	"Proteasome subunit beta type "
"I3SZA6"	"I3SZA6"	""
"I3T328"	"I3T328"	""
"I3T4I3"	"I3T4I3"	""
"I3T751"	"I3T751"	""
"I3T872"	"I3T872"	""
"I3TAE6"	"I3TAE6"	""
"B0BLI2"	"CM0216.350.NC"	"CM0216.350.nc protein "
"I3S016"	"I3S016"	""
"I3SDF8"	"I3SDF8"	""
"I3SH48"	"I3SH48"	""
"I3SJZ7"	"I3SJZ7"	"CASP-like protein"
"I3SLT3"	"I3SLT3"	""
"I3SNH8"	"I3SNH8"	""
"I3SSZ9"	"I3SSZ9"	""
"I3STI8"	"I3STI8"	""
"I3SUX1"	"I3SUX1"	""
"I3SY39"	"I3SY39"	""
"I3T2B3"	"I3T2B3"	""
"I3T2K4"	"I3T2K4"	""
"I3T451"	"I3T451"	""
"I3T781"	"I3T781"	""
"I3T800"	"I3T800"	""
"I3SAK2"	"I3SAK2"	""
"I3SJY9"	"I3SJY9"	""
"I3SKK4"	"I3SKK4"	""
"I3SLP4"	"I3SLP4"	""
"I3T0X2"	"I3T0X2"	""
"I3T9L5"	"I3T9L5"	""
"Q53UK5"	"Q53UK5"	"Non-specific serine/threonine protein kinase "
"I3S2V2"	"I3S2V2"	""
"I3S6T9"	"I3S6T9"	""
"I3SED8"	"I3SED8"	""
"I3SK80"	"I3SK80"	""
"I3SN06"	"I3SN06"	""
"I3SSZ5"	"I3SSZ5"	""
"I3SU07"	"I3SU07"	""
"I3SWR7"	"I3SWR7"	""
"I3SY26"	"I3SY26"	""
"I3T0N2"	"I3T0N2"	""
"I3T1C9"	"I3T1C9"	""
"I3T5J0"	"I3T5J0"	""
"I3T9A8"	"I3T9A8"	""
"B1B3F3"	"LJTT2B"	"R2R3-MYB transcription factor LjTT2b"
"I3RZZ7"	"I3RZZ7"	""
"B0BLH8"	"CM0216.300.NC"	"3-ketoacyl-CoA synthase "
"I3SQ70"	"I3SQ70"	""
"I3T647"	"I3T647"	""
"I3TAC5"	"I3TAC5"	""
"I3RZX6"	"I3RZX6"	"ATP-dependent Clp protease proteolytic subunit"
"I3S0F7"	"I3S0F7"	""
"I3S9E8"	"I3S9E8"	""
"I3SF06"	"I3SF06"	""
"I3SFD3"	"I3SFD3"	""
"I3SMQ9"	"I3SMQ9"	""
"I3SSM7"	"I3SSM7"	""
"I3SUU1"	"I3SUU1"	""
"I3SZ12"	"I3SZ12"	""
"I3SZQ2"	"I3SZQ2"	""
"I3T6G5"	"I3T6G5"	""
"B0BLB7"	"CM0545.450.NC"	"CM0545.450.nc protein"
"E9RHS4"	"LJCYP74A"	"Allene oxide synthase"
"G5EM40"	"KLAVIER"	"Leucine-rich repeat receptor-like kinase"
"I3S4J3"	"I3S4J3"	""
"I3SMH9"	"I3SMH9"	""
"I3SQ01"	"I3SQ01"	""
"I3S0X7"	"I3S0X7"	""
"I3SAJ8"	"I3SAJ8"	""
"I3SDL2"	"I3SDL2"	""
"I3SEA4"	"I3SEA4"	""
"I3SH95"	"I3SH95"	""
"I3SUH5"	"I3SUH5"	""
"I3SXS7"	"I3SXS7"	""
"I3T0G5"	"I3T0G5"	""
"I3T2K3"	"I3T2K3"	""
"I3T6T0"	"I3T6T0"	"Ribosomal protein L37"
"I3S564"	"I3S564"	""
"I3SI77"	"I3SI77"	""
"I3SM30"	"I3SM30"	""
"I3SMT1"	"I3SMT1"	""
"I3SR33"	"I3SR33"	""
"I3SR66"	"I3SR66"	""
"I3SX54"	"I3SX54"	""
"I3SYR5"	"I3SYR5"	""
"I3T2T5"	"I3T2T5"	""
"I3T501"	"I3T501"	""
"I3T624"	"I3T624"	""
"I3T9G0"	"I3T9G0"	""
"I3TAA7"	"I3TAA7"	""
"I3RZX7"	"I3RZX7"	""
"I3S292"	"I3S292"	""
"I3S2Z8"	"I3S2Z8"	""
"I3S5Q7"	"I3S5Q7"	""
"I3S764"	"I3S764"	""
"I3SFY0"	"I3SFY0"	""
"I3SHB1"	"I3SHB1"	""
"I3SI43"	"I3SI43"	""
"I3S2H7"	"I3S2H7"	""
"I3SA82"	"I3SA82"	""
"I3S745"	"I3S745"	""
"I3SSQ4"	"I3SSQ4"	""
"I3SVY6"	"I3SVY6"	""
"I3T406"	"I3T406"	""
"I3T868"	"I3T868"	""
"I3T9D6"	"I3T9D6"	""
"I3S441"	"I3S441"	""
"I3SJI9"	"I3SJI9"	""
"I3SYT0"	"I3SYT0"	""
"I3SZL4"	"I3SZL4"	""
"I3RZK9"	"I3RZK9"	""
"I3S1M2"	"I3S1M2"	""
"I3SAD8"	"I3SAD8"	""
"I3SB84"	"I3SB84"	""
"I3SJH5"	"I3SJH5"	""
"I3SRC3"	"I3SRC3"	""
"I3SVB1"	"I3SVB1"	""
"I3T8G7"	"I3T8G7"	""
"I3T8Z9"	"I3T8Z9"	""
"I3T9M6"	"I3T9M6"	""
"I3S7A5"	"I3S7A5"	""
"I3SZZ6"	"I3SZZ6"	""
"I3S0R3"	"I3S0R3"	""
"I3S1E9"	"I3S1E9"	"Non-specific serine/threonine protein kinase "
"I3SMA7"	"I3SMA7"	""
"I3SYB2"	"I3SYB2"	""
"I3SZG2"	"I3SZG2"	""
"I3T5A5"	"I3T5A5"	""
"I3T902"	"I3T902"	""
"Q84RQ3"	"SUT4"	"Sucrose transporter 4 protein"
"I3S287"	"I3S287"	""
"I3SCL5"	"I3SCL5"	""
"I3SSA5"	"I3SSA5"	""
"I3SUU6"	"I3SUU6"	""
"I3T190"	"I3T190"	""
"I3T4B2"	"I3T4B2"	""
"I3T7A3"	"I3T7A3"	""
"I3S2S9"	"I3S2S9"	""
"I3S5R7"	"I3S5R7"	""
"I3SF58"	"I3SF58"	""
"I3SQW8"	"I3SQW8"	""
"I3SVV4"	"I3SVV4"	""
"I3T2J2"	"I3T2J2"	""
"D7UPN0"	"SEC13-LIKE_2"	"SEC13 family protein"
"G9JLU0"	"NAD9_LOJAMP024"	"NADH dehydrogenase subunit 9"
"D3GBU7"	"ARF3B"	"Auxin response factor"
"B9A9Z2"	"LJNAS2"	"Nicotianamine synthase"
"D7UPI4"	"LJGL3"	"BHLH transcription factor"
"I3S8S5"	"I3S8S5"	"Signal recognition particle 9 kDa protein "
"I3SIE5"	"I3SIE5"	""
"I3SLD4"	"I3SLD4"	""
"I3SLY0"	"I3SLY0"	""
"I3SPA1"	"I3SPA1"	""
"I3T1U3"	"I3T1U3"	""
"I3T4K2"	"I3T4K2"	""
"I3T6A6"	"I3T6A6"	""
"I3T944"	"I3T944"	""
"I3TAB4"	"I3TAB4"	""
"I3S4C2"	"I3S4C2"	""
"I3SAP5"	"I3SAP5"	""
"I3SEE6"	"I3SEE6"	""
"I3SSW4"	"I3SSW4"	""
"I3T5N5"	"I3T5N5"	""
"I3T609"	"I3T609"	""
"I3RZZ1"	"I3RZZ1"	""
"I3S8A2"	"I3S8A2"	""
"I3SAV0"	"I3SAV0"	""
"I3SLS4"	"I3SLS4"	""
"I3T415"	"I3T415"	""
"I3TA30"	"I3TA30"	""
"I3SSW1"	"I3SSW1"	""
"I3SU64"	"I3SU64"	""
"I3SWV0"	"I3SWV0"	""
"I3T6W7"	"I3T6W7"	""
"I3S464"	"I3S464"	""
"I3S0P7"	"I3S0P7"	""
"I3S9X4"	"I3S9X4"	""
"I3SVY0"	"I3SVY0"	""
"A8W458"	"A8W458"	"DUF593-2 protein"
"I3SU70"	"I3SU70"	""
"I3S6F4"	"I3S6F4"	""
"I3SQM2"	"I3SQM2"	""
"I3T5P8"	"I3T5P8"	""
"I3SK46"	"I3SK46"	"Defective in cullin neddylation protein"
"I3S0Q6"	"I3S0Q6"	"Sulfotransferase "
"I3S4X8"	"I3S4X8"	""
"I3SA57"	"I3SA57"	""
"I3RZJ6"	"I3RZJ6"	""
"I3S3B1"	"I3S3B1"	""
"I3SA11"	"I3SA11"	""
"I3SHA0"	"I3SHA0"	""
"I3SKF3"	"I3SKF3"	""
"I3SQE2"	"I3SQE2"	""
"I3SXT8"	"I3SXT8"	""
"I3S3Z3"	"I3S3Z3"	""
"I3T5L9"	"I3T5L9"	""
"I3T0T1"	"I3T0T1"	""
"I3S6W4"	"I3S6W4"	""
"I3SM73"	"I3SM73"	""
"I3T2I1"	"I3T2I1"	""
"I3S1C9"	"I3S1C9"	""
"I3S4G7"	"I3S4G7"	""
"I3S4U1"	"I3S4U1"	""
"I3SB37"	"I3SB37"	""
"I3SEB5"	"I3SEB5"	"Reticulon-like protein"
"I3SJP1"	"I3SJP1"	""
"I3SKG0"	"I3SKG0"	""
"I3SR67"	"I3SR67"	""
"I3T466"	"I3T466"	""
"C0JP23"	"C0JP23"	"Putative basic helix-loop-helix protein BHLH20"
"I3SD84"	"I3SD84"	""
"I3SHP3"	"I3SHP3"	"Auxin-induced protein"
"I3T3W9"	"I3T3W9"	""
"I3S593"	"I3S593"	""
"I3S654"	"I3S654"	""
"I3SJ47"	"I3SJ47"	""
"I3SMY4"	"I3SMY4"	""
"I3SSU0"	"I3SSU0"	""
"I3ST35"	"I3ST35"	""
"I3SWY5"	"I3SWY5"	"UDP-glucose 6-dehydrogenase "
"I3SQ39"	"I3SQ39"	""
"I3T2A3"	"I3T2A3"	""
"I3SND4"	"I3SND4"	""
"I3STW1"	"I3STW1"	""
"Q1XF07"	"PLT4"	"Putative polyol transporter protein 4"
"I3S0V0"	"I3S0V0"	""
"I3S2M9"	"I3S2M9"	""
"I3S4S5"	"I3S4S5"	""
"I3S842"	"I3S842"	""
"I3S8V3"	"I3S8V3"	""
"I3S9K1"	"I3S9K1"	""
"I3SCK2"	"I3SCK2"	""
"I3SR21"	"I3SR21"	""
"I3SWC9"	"I3SWC9"	""
"I3SVJ5"	"I3SVJ5"	""
"I3T178"	"I3T178"	""
"I3S0F4"	"I3S0F4"	""
"I3S9R8"	"I3S9R8"	""
"I3SB02"	"I3SB02"	""
"I3SF60"	"I3SF60"	""
"I3SFY3"	"I3SFY3"	""
"I3SHL1"	"I3SHL1"	"Peroxidase "
"I3SKF7"	"I3SKF7"	""
"I3SP81"	"I3SP81"	""
"I3SQB1"	"I3SQB1"	""
"I3SWV6"	"I3SWV6"	""
"I3SYA1"	"I3SYA1"	""
"I3T324"	"I3T324"	""
"I3T5M9"	"I3T5M9"	""
"I3TAK5"	"I3TAK5"	""
"I6QMJ3"	"RBCL"	"Ribulose bisphosphate carboxylase large chain "
"I3RZU1"	"I3RZU1"	""
"I3S2J9"	"I3S2J9"	""
"I3S2R2"	"I3S2R2"	""
"I3S715"	"I3S715"	""
"I3S7W7"	"I3S7W7"	""
"I3SFM3"	"I3SFM3"	""
"I3SI76"	"I3SI76"	""
"I3T045"	"I3T045"	""
"I3T0I6"	"I3T0I6"	"Auxin efflux carrier component"
"I3T2R9"	"I3T2R9"	""
"I3T978"	"I3T978"	""
